@relation nba_no_ws
@attribute stats.totals.pts.value integer
@attribute stats.totals.ast.value integer
@attribute stats.totals.trb.value integer
@attribute stats.per_game.pts_per_g.value real
@attribute stats.per_game.ast_per_g.value real
@attribute stats.per_game.trb_per_g.value real
@attribute stats.advanced.per.value real
@attribute honors.allstar_appearances integer
@attribute honors.championships integer
@attribute honors.mvpshares integer
@attribute hall_of_fame {True, False}
@data
1885,419,755,7.3,1.6,2.9,9.2,0,0,0,False
609,99,215,4.2,0.7,1.5,10.3,0,1,0,False
1008,164,816,5.3,0.9,4.3,12.0,0,0,0,False
4093,601,1275,7.8,1.1,2.4,10.7,0,0,0,False
7083,4180,1807,11.1,6.5,2.8,14.9,0,0,0,False
11785,2357,2616,16.7,3.3,3.7,16.2,5,0,0,False
731,57,450,7.3,0.6,4.5,12.4,0,0,0,False
7773,3141,1453,8.9,3.6,1.7,13.4,0,3,0,False
24815,2215,11607,21.0,1.9,9.8,21.0,11,0,1.424,True
6414,1486,2704,11.9,2.7,5.0,14.6,1,0,0,False
233,4,281,2.1,0.0,2.6,6.2,0,0,0,False
17253,1328,11901,12.1,0.9,8.4,15.7,1,1,0.001,False
1247,161,693,4.8,0.6,2.7,16.1,0,0,0,False
393,39,199,3.0,0.3,1.5,8.8,0,0,0,False
10380,1194,7544,12.5,1.4,9.1,15.1,5,1,0.002,False
2961,411,1402,9.7,1.3,4.6,14.2,0,0,0,False
5541,560,3209,10.5,1.1,6.1,14.9,0,0,0,False
4738,516,510,14.7,1.6,1.6,17.9,0,0,0,False
774,75,325,6.2,0.6,2.6,15.9,0,0,0,False
6568,959,3966,11.6,1.7,7.0,13.1,1,0,0,False
4533,2385,1050,11.0,5.8,2.5,17.9,0,1,0,False
698,142,212,5.0,1.0,1.5,14.0,0,0,0,False
12194,1318,5749,18.6,2.0,8.8,17.8,6,8,0.053,True
1260,164,214,8.0,1.0,1.4,11.8,0,0,0,False
14551,1990,2434,17.3,2.4,2.9,14.9,2,0,0,False
14676,4211,4278,17.3,5.0,5.0,17.3,6,0,0.032,True
600,98,464,2.9,0.5,2.3,10.0,0,0,0,False
1448,252,604,5.8,1.0,2.4,11.5,0,0,0,False
470,138,141,3.6,1.0,1.1,8.8,0,0,0,False
3696,1178,2572,6.2,2.0,4.3,10.4,0,0,0,False
4190,601,2794,9.4,1.3,6.3,16.1,0,0,0,False
299,41,96,2.9,0.4,0.9,7.4,0,0,0,False
36928,5248,14968,25.0,3.6,10.1,23.9,14,0,4.296,True
31419,4643,23924,30.1,4.4,22.9,26.1,13,2,4.269,True
2418,209,1269,11.4,1.0,6.0,12.9,0,0,0,False
1179,161,494,5.8,0.8,2.4,12.0,0,0,0,False
1903,999,502,4.0,2.1,1.1,12.7,0,0,0,False
3325,408,1987,7.1,0.9,4.2,12.5,0,0,0,False
3587,479,2954,7.9,1.1,6.5,11.9,0,0,0,False
4099,1038,4458,5.8,1.5,6.3,12.2,0,1,0,False
1023,128,745,4.8,0.6,3.5,13.5,0,1,0,False
2648,243,2273,4.9,0.4,4.2,11.7,0,0,0,False
392,172,95,3.8,1.7,0.9,10.4,0,0,0,False
19655,2863,5060,22.5,3.3,5.8,19.2,4,0,0.625,True
1096,522,238,9.0,4.3,2.0,12.9,0,0,0,False
1105,536,268,5.5,2.7,1.3,9.6,0,0,0,False
664,126,814,4.5,0.9,5.6,15.2,0,0,0,False
2894,372,1721,9.5,1.2,5.6,12.3,0,0,0,False
12183,1186,8414,18.7,1.8,12.9,18.6,7,2,1.073,True
4899,872,3731,6.8,1.2,5.2,12.6,0,0,0,False
483,93,591,2.8,0.5,3.4,11.3,0,0,0,False
423,76,275,3.7,0.7,2.4,11.4,0,0,0,False
8482,1446,5560,11.7,2.0,7.7,13.5,1,1,0,False
9327,3613,1709,9.8,3.8,1.8,14.7,0,0,0,False
15530,2846,5715,18.5,3.4,6.8,16.7,4,2,0.034,False
3579,611,1117,9.0,1.5,2.8,13.2,0,0,0,False
5232,866,1300,12.8,2.1,3.2,15.1,0,0,0,False
277,69,208,2.5,0.6,1.8,7.3,0,0,0,False
2047,219,1381,9.2,1.0,6.2,13.4,0,1,0,False
1638,393,1298,5.5,1.3,4.3,12.3,0,0,0,False
6259,428,5347,5.7,0.4,4.9,12.0,0,0,0,False
4081,1851,1030,7.0,3.2,1.8,12.0,0,0,0,False
2613,594,1998,5.1,1.2,3.9,9.3,0,0,0,False
5302,471,3998,11.9,1.1,9.0,15.0,0,0,0,False
8736,1557,3319,13.8,2.5,5.3,13.9,0,1,0,False
962,140,602,5.7,0.8,3.6,9.3,0,0,0,False
2824,1165,550,8.2,3.4,1.6,13.1,0,1,0,False
1150,161,827,5.6,0.8,4.0,12.5,0,0,0,False
6663,1762,3147,8.4,2.2,4.0,11.6,0,2,0,False
4598,1011,2916,8.8,1.9,5.6,10.7,0,0,0,False
5946,1178,1983,10.1,2.0,3.4,12.8,0,0,0,False
700,413,234,5.9,3.5,2.0,14.4,0,0,0,False
14607,2123,3625,17.3,2.5,4.3,16.9,0,0,0.003,False
1060,204,718,4.5,0.9,3.1,10.1,0,0,0,False
8286,978,3033,11.3,1.3,4.1,14.1,0,0,0,False
10291,1306,4070,17.2,2.2,6.8,17.9,1,0,0.028,False
9746,1330,4582,16.3,2.2,7.6,16.7,2,0,0,False
4783,740,979,10.8,1.7,2.2,13.8,0,0,0,False
875,174,338,5.9,1.2,2.3,11.9,0,0,0,False
1465,89,617,9.3,0.6,3.9,12.0,0,0,0,False
13099,2206,8959,11.7,2.0,8.0,16.3,3,1,0,False
874,116,1213,5.9,0.8,8.3,9.2,0,0,0,False
1988,294,658,6.7,1.0,2.2,11.9,0,0,0,False
1132,414,208,6.7,2.5,1.2,11.8,0,0,0,False
4210,832,3188,7.8,1.5,5.9,11.7,0,1,0,False
2434,715,1206,7.1,2.1,3.5,13.6,0,1,0,False
6022,1345,1234,13.2,3.0,2.7,14.0,0,0,0,False
2564,262,1238,8.4,0.9,4.1,12.5,0,1,0,False
1402,204,952,6.9,1.0,4.7,10.8,0,0,0,False
2031,610,746,6.8,2.1,2.5,11.4,0,0,0,False
8966,2649,3517,9.6,2.8,3.8,13.6,0,3,0,False
2986,804,1045,4.5,1.2,1.6,7.5,0,0,0,False
6771,2105,2082,12.2,3.8,3.8,13.8,0,0,0,False
20790,2441,10497,21.1,2.5,10.6,26.2,10,2,3.123,True
961,170,160,6.7,1.2,1.1,12.1,0,1,0,False
8110,3702,1265,11.4,5.2,1.8,14.0,0,0,0.004,False
3825,431,3506,5.1,0.6,4.7,13.3,0,3,0,False
26946,3058,13748,21.8,2.5,11.1,23.6,12,2,2.611,True
464,350,187,3.0,2.3,1.2,7.5,0,0,0,False
3020,150,1957,9.8,0.5,6.4,18.1,0,0,0,False
3327,603,1287,10.9,2.0,4.2,16.0,0,0,0,False
9087,3555,2146,12.6,4.9,3.0,15.0,1,0,0,False
12996,2575,9443,11.2,2.2,8.1,16.0,1,4,0,False
980,61,517,5.1,0.3,2.7,10.6,0,0,0,False
1904,184,1332,7.2,0.7,5.1,13.6,0,0,0,False
1579,181,929,6.6,0.8,3.9,13.2,0,0,0,False
3107,360,1463,8.9,1.0,4.2,11.5,0,0,0,False
5680,639,3381,8.5,1.0,5.0,11.9,0,0,0,False
209,110,82,2.1,1.1,0.8,7.3,0,0,0,False
3257,635,1294,7.4,1.4,3.0,12.0,0,0,0,False
2505,572,652,9.7,2.2,2.5,16.0,0,0,0,False
4478,1063,739,16.4,3.9,2.7,14.6,0,0,0,False
1351,605,672,6.0,2.7,3.0,11.4,0,0,0,False
949,47,549,5.0,0.2,2.9,10.9,0,0,0,False
3512,443,4145,4.6,0.6,5.5,13.1,0,0,0,False
3011,486,702,8.7,1.4,2.0,13.6,0,0,0,False
11962,5972,3659,13.5,6.7,4.1,16.8,1,0,0.001,False
15291,1224,5088,20.7,1.7,6.9,20.7,2,0,0.003,False
9953,1733,4858,12.4,2.2,6.1,15.7,0,1,0,False
634,102,316,5.0,0.8,2.5,9.1,0,0,0,False
1928,715,407,8.0,3.0,1.7,13.5,0,0,0,False
7990,1561,3216,8.0,1.6,3.2,13.7,0,0,0,False
1192,125,815,4.3,0.5,3.0,9.8,0,0,0,False
4102,744,3508,5.4,1.0,4.6,12.7,0,1,0,False
1411,312,440,7.1,1.6,2.2,11.5,0,0,0,False
12871,1215,5277,14.8,1.4,6.1,17.9,1,0,0.002,False
5119,467,3006,9.6,0.9,5.7,13.3,0,0,0,False
7781,1219,3436,9.9,1.6,4.4,12.7,0,0,0,False
5378,727,3952,6.8,0.9,5.0,14.8,0,0,0,False
11505,1268,8019,14.8,1.6,10.3,16.5,0,1,0,False
5654,2474,2240,8.6,3.8,3.4,14.3,0,0,0,False
5160,410,2604,12.5,1.0,6.3,16.3,2,1,0,False
648,120,414,4.8,0.9,3.0,8.4,0,0,0,False
1602,291,1004,3.9,0.7,2.4,10.0,0,0,0,False
10473,1878,1990,15.4,2.8,2.9,15.0,1,0,0,False
3475,849,1004,10.3,2.5,3.0,10.8,0,0,0,False
7557,4192,1755,9.0,5.0,2.1,12.0,0,0,0,False
474,76,224,3.4,0.6,1.6,8.4,0,0,0,False
5088,1886,1566,10.0,3.7,3.1,13.7,1,0,0,False
5080,635,4128,7.5,0.9,6.1,12.1,0,0,0,False
3106,1543,819,7.8,3.9,2.1,14.1,0,1,0,False
573,94,355,4.0,0.7,2.5,13.6,0,1,0,False
716,108,216,6.9,1.0,2.1,9.5,0,0,0,False
5109,1121,3902,6.6,1.4,5.0,12.8,0,0,0,False
9169,2280,1928,11.6,2.9,2.4,13.6,1,1,0,False
773,415,282,3.8,2.0,1.4,10.0,0,0,0,False
733,428,381,5.2,3.1,2.7,7.1,0,0,0,False
4017,443,1457,7.3,0.8,2.6,10.7,0,0,0,False
2328,514,1725,4.4,1.0,3.2,7.9,0,1,0,False
2552,1046,1086,6.1,2.5,2.6,12.1,0,1,0,False
786,64,949,5.5,0.4,6.6,10.1,0,0,0,False
21791,5695,8974,24.3,6.3,10.0,23.5,12,3,5.693,True
2443,1116,2650,5.1,2.3,5.5,11.9,0,0,0,False
1547,569,403,4.6,1.7,1.2,11.2,0,0,0,False
2553,1397,558,6.2,3.4,1.4,11.0,0,0,0,False
6596,1609,1653,10.9,2.7,2.7,12.7,0,0,0,False
1167,142,728,7.8,0.9,4.9,11.0,0,0,0,False
627,106,327,4.7,0.8,2.4,12.5,0,0,0,False
7868,2478,1608,13.1,4.1,2.7,14.8,2,2,0,False
1154,322,1258,5.3,1.5,5.8,12.6,0,0,0,False
1804,861,632,5.9,2.8,2.1,9.6,0,0,0,False
7902,1153,1938,17.6,2.6,4.3,17.1,1,0,0,False
715,111,186,5.3,0.8,1.4,10.9,0,0,0,False
844,99,712,3.0,0.3,2.5,6.2,0,0,0,False
5246,488,2988,8.8,0.8,5.0,13.0,0,0,0,False
5497,2997,1417,7.3,4.0,1.9,14.5,0,0,0,False
389,168,244,2.6,1.1,1.7,11.3,0,0,0,False
10829,3085,2129,12.5,3.6,2.5,14.0,1,0,0,False
17335,1670,7122,17.9,1.7,7.3,20.0,7,3,0.339,True
5940,1769,937,8.5,2.5,1.3,11.8,0,2,0,False
604,39,231,4.4,0.3,1.7,14.2,0,0,0,False
283,51,265,2.5,0.5,2.4,10.0,0,0,0,False
859,249,659,3.8,1.1,2.9,9.3,0,2,0,False
2555,189,1549,8.5,0.6,5.2,13.6,0,0,0,False
6890,4425,2565,7.1,4.6,2.7,13.1,2,1,0,False
3032,813,860,11.6,3.1,3.3,11.8,1,1,0,False
9948,1112,4555,12.2,1.4,5.6,14.9,2,0,0,False
12033,2979,2752,16.0,4.0,3.7,15.0,4,3,0,False
536,198,210,3.9,1.5,1.5,9.2,0,0,0,False
13383,1573,6198,17.4,2.0,8.1,16.9,5,0,0.002,False
12131,1738,2492,13.6,1.9,2.8,14.2,0,1,0,False
12233,2292,2292,18.9,3.5,3.5,18.2,5,1,0,False
4066,1336,1475,9.0,3.0,3.3,13.5,0,1,0,False
6230,911,4513,8.1,1.2,5.9,13.2,0,0,0,False
2257,320,1386,8.4,1.2,5.2,15.9,0,0,0,False
980,77,827,3.5,0.3,3.0,10.8,0,1,0,False
3525,1475,588,6.9,2.9,1.1,12.5,0,0,0,False
453,32,286,3.4,0.2,2.1,8.7,0,0,0,False
2239,329,1875,13.2,1.9,11.0,18.6,1,0,0,False
855,242,436,5.2,1.5,2.6,8.9,0,0,0,False
1465,85,846,5.7,0.3,3.3,13.0,0,0,0,False
3977,624,2712,10.3,1.6,7.0,14.2,0,0,0,False
15687,2393,7352,17.1,2.6,8.0,19.9,3,0,0.004,False
968,657,191,5.7,3.9,1.1,12.1,0,0,0,False
745,217,157,4.8,1.4,1.0,9.8,0,0,0,False
17600,2730,10370,14.0,2.2,8.2,16.0,1,1,0,False
660,231,259,3.1,1.1,1.2,9.4,0,0,0,False
3088,291,2213,6.8,0.6,4.9,13.8,0,0,0,False
1131,190,254,9.4,1.6,2.1,11.3,0,0,0,False
8568,1623,4517,12.1,2.3,6.4,14.3,0,0,0.005,False
3082,927,1100,9.1,2.8,3.3,13.8,0,1,0,False
10912,2912,2200,12.8,3.4,2.6,12.7,0,2,0,False
561,165,198,3.8,1.1,1.3,9.6,0,0,0,False
7982,956,1803,11.6,1.4,2.6,13.7,0,0,0,False
239,24,63,2.2,0.2,0.6,4.9,0,0,0,False
7355,843,4142,13.9,1.6,7.8,18.4,2,0,0.046,False
3285,538,2030,7.6,1.2,4.7,13.0,0,0,0,False
947,219,298,6.4,1.5,2.0,13.3,0,0,0,False
1710,276,1022,6.5,1.0,3.9,10.3,0,0,0,False
3319,1482,1051,6.3,2.8,2.0,12.9,0,0,0,False
585,33,464,4.4,0.2,3.5,14.0,0,0,0,False
3283,436,1911,6.8,0.9,4.0,12.4,0,0,0,False
23757,4215,12546,22.1,3.9,11.7,24.6,11,0,2.438,True
6663,1085,2914,7.9,1.3,3.5,12.6,0,0,0,False
2196,182,1272,7.4,0.6,4.3,15.4,0,0,0,False
11200,3285,4778,12.9,3.8,5.5,14.1,2,1,0,False
1548,132,907,8.1,0.7,4.8,15.1,0,0,0,False
7729,3666,2769,8.9,4.2,3.2,12.8,0,5,0.009,False
847,192,524,4.7,1.1,2.9,14.1,0,0,0,False
6758,2227,1569,11.1,3.7,2.6,14.6,0,0,0,False
835,46,674,3.7,0.2,3.0,10.3,0,0,0,False
2504,881,735,5.5,1.9,1.6,11.4,0,0,0,False
2538,351,1691,3.9,0.5,2.6,8.9,0,1,0,False
17231,2154,2364,19.0,2.4,2.6,15.2,2,0,0,False
856,95,452,6.0,0.7,3.2,10.7,0,0,0,False
10446,3473,3215,18.1,6.0,5.6,18.3,3,0,0,False
3106,227,1398,12.2,0.9,5.5,18.8,0,1,0,False
2229,258,1235,7.5,0.9,4.2,12.1,0,0,0,False
4219,1958,1606,10.3,4.8,3.9,14.1,0,1,0,False
863,102,703,6.3,0.7,5.1,13.4,0,1,0,False
542,237,294,3.2,1.4,1.7,6.6,0,0,0,False
484,54,233,4.0,0.5,1.9,10.7,0,0,0,False
1339,168,1102,9.2,1.2,7.6,14.9,0,0,0,False
14232,2085,3942,15.3,2.2,4.2,13.0,3,0,0,False
319,223,89,2.8,1.9,0.8,9.6,1,0,0,False
2175,396,2199,9.5,1.7,9.6,12.9,0,0,0,False
1048,236,310,8.5,1.9,2.5,12.5,0,0,0,False
5550,1497,1722,8.1,2.2,2.5,9.6,0,0,0,False
2618,367,2449,5.5,0.8,5.1,10.5,0,0,0,False
421,76,601,2.8,0.5,3.9,10.6,0,0,0,False
2816,550,1950,6.7,1.3,4.6,9.9,0,0,0,False
4237,1939,1390,8.1,3.7,2.7,9.5,0,1,0,False
778,218,747,3.9,1.1,3.8,11.7,0,0,0,False
2351,641,599,12.4,3.4,3.2,9.4,0,0,0,False
417,38,260,3.4,0.3,2.1,9.3,0,0,0,False
1287,319,219,8.9,2.2,1.5,11.9,0,0,0,False
1191,257,1122,4.4,0.9,4.1,11.9,0,0,0,False
5597,1114,1748,13.3,2.6,4.2,14.2,4,0,0,False
3315,1062,3492,16.4,5.3,17.3,20.8,3,0,0.141,True
2016,545,767,7.4,2.0,2.8,11.2,0,0,0,False
5780,906,3343,9.1,1.4,5.3,13.7,0,0,0,False
1658,172,1237,8.7,0.9,6.5,13.7,0,0,0,False
4851,1298,4186,11.1,3.0,9.6,14.7,4,0,0.123,False
4636,1655,2152,9.2,3.3,4.3,11.1,0,0,0,False
4557,601,4065,9.0,1.2,8.0,15.1,0,0,0,False
934,173,696,5.3,1.0,3.9,6.8,0,0,0,False
1255,123,1075,5.8,0.6,4.9,9.6,0,0,0,False
1977,245,2296,8.6,1.1,9.9,11.3,0,0,0,False
472,83,283,4.7,0.8,2.8,10.8,0,0,0,False
9904,1331,6698,12.7,1.7,8.6,13.1,1,0,0,False
4567,1481,2253,8.9,2.9,4.4,14.7,0,1,0,False
1906,580,304,10.6,3.2,1.7,10.0,0,0,0,False
1011,317,155,9.2,2.9,1.4,14.9,0,0,0,False
3947,2539,1648,6.3,4.0,2.6,13.8,0,0,0,False
2319,665,903,6.7,1.9,2.6,8.2,0,1,0,False
2481,261,1690,5.3,0.6,3.6,10.5,0,2,0,False
613,113,482,3.6,0.7,2.9,10.2,0,0,0,False
11012,2553,11054,11.9,2.8,11.9,14.5,3,1,0,False
10125,4293,3012,11.3,4.8,3.4,15.1,0,0,0,False
2959,1003,828,7.3,2.5,2.1,13.3,0,0,0,False
7550,2941,1804,10.2,4.0,2.4,10.7,0,0,0,False
5211,1623,894,12.2,3.8,2.1,14.5,0,0,0,False
5984,2997,1336,11.1,5.5,2.5,14.7,0,0,0,False
1506,331,497,8.0,1.8,2.6,9.9,0,1,0,False
4128,429,3177,8.0,0.8,6.2,11.5,0,0,0,False
6745,1180,1609,11.9,2.1,2.8,13.8,0,0,0,False
5989,2931,1398,7.6,3.7,1.8,12.5,0,1,0,False
7871,2962,5617,11.3,4.2,8.0,14.1,5,1,0.036,True
332,56,160,2.6,0.4,1.3,11.6,0,0,0,False
5098,2563,2524,8.0,4.0,3.9,10.5,0,0,0,False
5919,778,1716,7.5,1.0,2.2,14.0,0,0,0,False
554,49,422,2.9,0.3,2.2,7.4,0,2,0,False
1072,105,1243,2.7,0.3,3.1,10.0,0,0,0,False
9271,2122,2381,15.2,3.5,3.9,14.0,0,0,0,False
2081,327,527,10.7,1.7,2.7,10.9,0,0,0,False
15581,5040,4830,18.9,6.1,5.9,19.1,7,2,0.151,True
14399,4095,3345,17.2,4.9,4.0,14.2,7,2,0.007,False
2882,292,971,14.1,1.4,4.7,16.6,0,0,0,False
9727,1594,4578,17.6,2.9,8.3,18.1,3,1,0,False
1647,284,1287,2.8,0.5,2.2,9.2,0,1,0,False
693,153,563,4.6,1.0,3.8,10.6,0,0,0,False
1118,94,1180,4.1,0.3,4.4,12.8,0,0,0,False
3826,591,3522,9.0,1.4,8.3,13.2,0,0,0,False
1020,466,822,3.2,1.5,2.6,7.4,0,2,0,False
1268,319,356,4.9,1.2,1.4,10.6,0,0,0,False
386,38,395,2.7,0.3,2.7,12.1,0,0,0,False
1667,737,359,6.3,2.8,1.3,12.7,0,0,0,False
6595,1155,2434,13.6,2.4,5.0,13.5,0,0,0,False
11391,2522,5739,12.1,2.7,6.1,18.2,5,1,0.004,False
26395,6114,8007,20.8,4.8,6.3,17.5,13,8,0.217,True
10415,6917,3791,11.7,7.8,4.3,13.5,4,0,0,False
25279,4141,4182,18.2,3.0,3.0,18.4,5,0,0.003,True
471,206,164,3.5,1.5,1.2,9.1,0,0,0,False
547,104,274,4.8,0.9,2.4,11.2,0,0,0,False
25613,4351,6538,21.5,3.6,5.5,19.9,8,0,0.167,True
17182,3526,8124,20.7,4.2,9.8,20.9,5,0,0.588,False
17911,3450,4034,18.2,3.5,4.1,18.8,5,0,0.088,True
741,41,462,6.2,0.3,3.9,9.8,0,0,0,False
12377,1838,3068,15.1,2.2,3.8,15.8,1,1,0,False
26710,9887,7804,25.7,9.5,7.5,23.2,12,1,2.479,True
15761,3833,7023,13.9,3.4,6.2,17.2,3,0,0.001,False
27313,2398,16279,21.0,1.8,12.5,17.7,12,1,0.571,True
20049,2283,6703,18.1,2.1,6.1,16.5,4,0,0.037,False
7320,2479,1321,9.8,3.3,1.8,14.5,1,3,0,False
343,45,386,1.8,0.2,2.0,7.2,0,0,0,False
6847,787,2152,20.7,2.4,6.5,20.1,2,0,0,False
7666,2389,2985,17.1,5.3,6.7,16.3,4,1,0,False
15373,7095,2855,17.7,8.2,3.3,18.6,5,0,0.336,False
12809,3591,1580,15.6,4.4,1.9,19.4,5,1,0.014,False
10684,3525,3146,15.2,5.0,4.5,17.4,4,0,0.341,False
8253,3899,3056,14.8,7.0,5.5,16.9,4,0,0.024,False
11964,4199,2768,11.5,4.0,2.7,14.7,1,2,0,False
23177,2830,5455,24.3,3.0,5.7,21.5,6,0,0.151,True
9931,1742,2063,17.2,3.0,3.6,15.3,3,0,0.029,False
1230,158,1079,6.6,0.8,5.8,14.9,0,0,0,False
16712,3664,3724,18.3,4.0,4.1,15.1,4,0,0.001,False
1624,374,2367,3.8,0.9,5.6,11.4,0,1,0,False
10989,4863,1848,15.2,6.7,2.6,19.6,4,0,0.107,False
18787,1951,8048,22.1,2.3,9.4,20.7,5,2,1.494,True
10544,1897,3204,14.2,2.6,4.3,13.9,2,1,0,False
14093,4597,2222,17.1,5.6,2.7,18.5,2,1,0.177,False
25279,4952,6863,24.8,4.9,6.7,21.0,12,1,0.592,True
11931,2793,3575,15.6,3.6,4.7,18.7,5,0,0.695,False
14644,2050,5117,17.7,2.5,6.2,16.5,3,3,0.034,True
623,88,907,2.2,0.3,3.2,10.2,0,0,0,False
12195,7392,3088,11.1,6.7,2.8,16.5,4,1,0,False
7458,1965,1009,15.9,4.2,2.2,16.1,2,1,0.006,False
1814,564,687,6.0,1.9,2.3,11.1,0,1,0,False
359,84,66,3.6,0.8,0.7,9.6,0,0,0,False
