@relation nba_all
@attribute stats.totals.pts.value integer
@attribute stats.totals.ast.value integer
@attribute stats.totals.trb.value integer
@attribute stats.per_game.pts_per_g.value real
@attribute stats.per_game.ast_per_g.value real
@attribute stats.per_game.trb_per_g.value real
@attribute stats.advanced.per.value real
@attribute stats.advanced.ts_pct.value real
@attribute stats.advanced.ws.value real
@attribute stats.advanced.dws.value real
@attribute stats.advanced.ows.value real
@attribute stats.advanced.efg_pct.value real
@attribute stats.totals.g.value integer
@attribute honors.allstar_appearances integer
@attribute honors.championships integer
@attribute honors.mvpshares integer
@attribute hall_of_fame {True, False}
@data
721,99,452,4.0,0.6,2.5,10.7,0.489,1.7,2.3,-0.7,0.449,179,0,0,0,False
509,103,347,3.6,0.7,2.4,11.0,0.471,3.0,2.3,0.7,0.451,143,0,0,0,False
1049,183,941,5.5,1.0,4.9,11.9,0.511,8.0,3.8,4.2,0.464,191,0,0,0,False
24941,3050,16330,18.8,2.3,12.3,21.4,0.623,189.7,75.5,114.1,0.582,1329,11,1,0.066,True
3920,574,2388,12.3,1.8,7.5,15.9,0.578,24.5,9.9,14.6,0.516,318,0,0,0,False
1369,121,888,6.1,0.5,4.0,16.9,0.566,11.9,5.4,6.5,0.541,223,0,0,0,False
715,75,442,4.6,0.5,2.9,8.1,0.487,0.9,1.3,-0.4,0.443,155,0,0,0,False
3733,356,1883,16.7,1.6,8.4,17.4,0.538,14.3,7.6,6.7,0.497,224,0,0,0,False
10581,1655,6173,11.4,1.8,6.6,16.6,0.527,64.2,24.8,39.4,0.464,930,0,0,0,False
817,124,308,7.2,1.1,2.7,10.1,0.454,0.2,1.1,-0.9,0.412,113,0,0,0,False
1432,316,505,7.0,1.5,2.5,8.8,0.439,1.1,3.4,-2.3,0.393,206,0,0,0,False
1473,387,566,7.9,2.1,3.0,11.9,0.432,0.8,3.0,-2.2,0.401,186,0,0,0,False
3615,301,3184,8.2,0.7,7.2,16.2,0.562,22.3,5.8,16.5,0.472,440,0,0,0,False
5130,733,3161,8.8,1.3,5.5,12.2,0.454,9.5,10.1,-0.6,0.394,580,0,1,0,False
3473,387,5148,4.1,0.5,6.1,12.2,0.534,37.8,24.8,13.0,0.506,845,0,0,0,False
2071,207,2159,4.5,0.4,4.6,9.1,0.497,8.5,8.2,0.3,0.49,465,0,0,0,False
8425,4536,1672,11.0,5.9,2.2,15.1,0.532,32.9,9.9,23.0,0.495,765,0,0,0,False
7532,647,6854,9.4,0.8,8.6,14.0,0.544,56.2,31.7,24.5,0.502,801,1,0,0,False
3386,747,2206,6.2,1.4,4.0,11.6,0.507,14.8,6.7,8.1,0.487,550,0,0,0,False
649,257,145,5.4,2.1,1.2,13.1,0.503,1.6,1.1,0.4,0.465,120,0,0,0,False
5202,377,2730,10.2,0.7,5.4,16.2,0.568,27.1,11.2,15.8,0.523,510,0,2,0,False
756,357,227,6.3,3.0,1.9,11.9,0.5,2.0,0.7,1.3,0.447,120,0,0,0,False
1885,419,755,7.3,1.6,2.9,9.2,0.474,3.3,7.1,-3.8,0.437,260,0,0,0,False
609,99,215,4.2,0.7,1.5,10.3,0.426,1.1,1.6,-0.6,0.4,146,0,1,0,False
1008,164,816,5.3,0.9,4.3,12.0,0.407,0.3,3.2,-2.9,0.376,190,0,0,0,False
4093,601,1275,7.8,1.1,2.4,10.7,0.452,2.9,5.1,-2.2,0.414,524,0,0,0,False
7083,4180,1807,11.1,6.5,2.8,14.9,0.486,26.7,10.2,16.5,0.47,639,0,0,0,False
11785,2357,2616,16.7,3.3,3.7,16.2,0.495,29.0,19.3,9.8,0.451,705,5,0,0,False
731,57,450,7.3,0.6,4.5,12.4,0.515,2.1,2.5,-0.3,0.497,100,0,0,0,False
7773,3141,1453,8.9,3.6,1.7,13.4,0.53,32.1,18.0,14.1,0.487,871,0,3,0,False
24815,2215,11607,21.0,1.9,9.8,21.0,0.553,126.4,81.4,45.0,0.505,1183,11,0,1.424,True
6414,1486,2704,11.9,2.7,5.0,14.6,0.5,27.6,15.3,12.3,0.463,541,1,0,0,False
233,4,281,2.1,0.0,2.6,6.2,0.441,-0.7,1.3,-2.0,0.396,110,0,0,0,False
17253,1328,11901,12.1,0.9,8.4,15.7,0.525,81.8,46.9,34.8,0.488,1424,1,1,0.001,False
1247,161,693,4.8,0.6,2.7,16.1,0.533,7.4,3.1,4.3,0.511,260,0,0,0,False
393,39,199,3.0,0.3,1.5,8.8,0.421,0.3,0.8,-0.5,0.403,133,0,0,0,False
10380,1194,7544,12.5,1.4,9.1,15.1,0.484,37.8,15.0,22.7,0.44,831,5,1,0.002,False
2961,411,1402,9.7,1.3,4.6,14.2,0.54,8.6,6.1,2.5,0.488,305,0,0,0,False
5541,560,3209,10.5,1.1,6.1,14.9,0.531,23.3,14.8,8.5,0.482,529,0,0,0,False
4738,516,510,14.7,1.6,1.6,17.9,0.519,10.0,1.6,8.4,0.482,323,0,0,0,False
774,75,325,6.2,0.6,2.6,15.9,0.513,3.1,1.4,1.7,0.45,125,0,0,0,False
6568,959,3966,11.6,1.7,7.0,13.1,0.455,18.8,18.4,0.3,0.381,565,1,0,0,False
4533,2385,1050,11.0,5.8,2.5,17.9,0.573,28.5,9.1,19.4,0.471,413,0,1,0,False
698,142,212,5.0,1.0,1.5,14.0,0.518,1.4,0.8,0.6,0.481,141,0,0,0,False
12194,1318,5749,18.6,2.0,8.8,17.8,0.46,60.0,41.7,18.3,0.405,654,6,8,0.053,True
1260,164,214,8.0,1.0,1.4,11.8,0.526,2.2,0.5,1.7,0.483,157,0,0,0,False
14551,1990,2434,17.3,2.4,2.9,14.9,0.546,55.3,20.8,34.4,0.498,839,2,0,0,False
14676,4211,4278,17.3,5.0,5.0,17.3,0.493,69.2,19.9,49.3,0.416,848,6,0,0.032,True
600,98,464,2.9,0.5,2.3,10.0,0.503,2.0,1.4,0.6,0.451,206,0,0,0,False
1448,252,604,5.8,1.0,2.4,11.5,0.491,3.1,2.0,1.1,0.451,249,0,0,0,False
470,138,141,3.6,1.0,1.1,8.8,0.45,0.3,1.3,-1.0,0.418,132,0,0,0,False
3696,1178,2572,6.2,2.0,4.3,10.4,0.524,22.3,15.6,6.7,0.445,598,0,0,0,False
4190,601,2794,9.4,1.3,6.3,16.1,0.503,22.9,13.7,9.2,0.445,446,0,0,0,False
299,41,96,2.9,0.4,0.9,7.4,0.446,-0.2,0.6,-0.8,0.406,102,0,0,0,False
36928,5248,14968,25.0,3.6,10.1,23.9,0.577,234.6,92.4,142.2,0.518,1476,14,0,4.296,True
31419,4643,23924,30.1,4.4,22.9,26.1,0.547,247.3,93.9,153.3,0.54,1045,13,2,4.269,True
2418,209,1269,11.4,1.0,6.0,12.9,0.485,6.9,4.8,2.0,0.421,213,0,0,0,False
1179,161,494,5.8,0.8,2.4,12.0,0.485,3.4,1.6,1.7,0.441,205,0,0,0,False
1903,999,502,4.0,2.1,1.1,12.7,0.554,12.1,4.3,7.8,0.481,477,0,0,0,False
3325,408,1987,7.1,0.9,4.2,12.5,0.512,15.1,7.7,7.4,0.494,471,0,0,0,False
3587,479,2954,7.9,1.1,6.5,11.9,0.528,15.2,9.9,5.3,0.495,456,0,0,0,False
4099,1038,4458,5.8,1.5,6.3,12.2,0.467,29.3,20.9,8.4,0.448,703,0,1,0,False
1023,128,745,4.8,0.6,3.5,13.5,0.508,6.2,3.1,3.1,0.459,212,0,1,0,False
2648,243,2273,4.9,0.4,4.2,11.7,0.541,15.8,12.2,3.6,0.508,541,0,0,0,False
392,172,95,3.8,1.7,0.9,10.4,0.462,1.1,0.8,0.4,0.434,103,0,0,0,False
19655,2863,5060,22.5,3.3,5.8,19.2,0.561,75.4,25.8,49.5,0.519,874,4,0,0.625,True
1096,522,238,9.0,4.3,2.0,12.9,0.574,3.7,0.1,3.6,0.525,122,0,0,0,False
1105,536,268,5.5,2.7,1.3,9.6,0.463,1.9,2.5,-0.6,0.386,200,0,0,0,False
664,126,814,4.5,0.9,5.6,15.2,0.443,2.7,2.8,0.0,0.432,146,0,0,0,False
2894,372,1721,9.5,1.2,5.6,12.3,0.502,11.1,6.5,4.7,0.461,306,0,0,0,False
12183,1186,8414,18.7,1.8,12.9,18.6,0.523,74.9,32.4,42.6,0.476,650,7,2,1.073,True
4899,872,3731,6.8,1.2,5.2,12.6,0.53,30.4,15.3,15.1,0.484,718,0,0,0,False
483,93,591,2.8,0.5,3.4,11.3,0.487,2.0,1.5,0.5,0.479,173,0,0,0,False
423,76,275,3.7,0.7,2.4,11.4,0.479,1.8,1.7,0.1,0.447,114,0,0,0,False
8482,1446,5560,11.7,2.0,7.7,13.5,0.496,37.2,25.2,11.9,0.459,725,1,1,0,False
9327,3613,1709,9.8,3.8,1.8,14.7,0.531,48.0,17.8,30.2,0.496,951,0,0,0,False
15530,2846,5715,18.5,3.4,6.8,16.7,0.524,80.3,33.0,47.3,0.484,839,4,2,0.034,False
3579,611,1117,9.0,1.5,2.8,13.2,0.52,14.5,3.4,11.1,0.444,396,0,0,0,False
5232,866,1300,12.8,2.1,3.2,15.1,0.553,18.3,4.7,13.6,0.504,408,0,0,0,False
277,69,208,2.5,0.6,1.8,7.3,0.371,-0.3,1.1,-1.4,0.356,113,0,0,0,False
2047,219,1381,9.2,1.0,6.2,13.4,0.479,7.7,4.9,2.8,0.436,223,0,1,0,False
1638,393,1298,5.5,1.3,4.3,12.3,0.558,10.8,5.5,5.3,0.49,300,0,0,0,False
6259,428,5347,5.7,0.4,4.9,12.0,0.592,41.9,28.0,13.9,0.58,1090,0,0,0,False
4081,1851,1030,7.0,3.2,1.8,12.0,0.476,11.1,8.8,2.3,0.426,586,0,0,0,False
2613,594,1998,5.1,1.2,3.9,9.3,0.519,15.3,11.6,3.7,0.496,510,0,0,0,False
5302,471,3998,11.9,1.1,9.0,15.0,0.482,14.4,10.3,4.0,0.44,446,0,0,0,False
8736,1557,3319,13.8,2.5,5.3,13.9,0.525,46.0,16.9,29.1,0.482,631,0,1,0,False
962,140,602,5.7,0.8,3.6,9.3,0.438,0.2,1.7,-1.4,0.376,168,0,0,0,False
2824,1165,550,8.2,3.4,1.6,13.1,0.503,10.6,5.7,4.9,0.466,343,0,1,0,False
1150,161,827,5.6,0.8,4.0,12.5,0.501,4.7,3.7,1.1,0.46,205,0,0,0,False
6663,1762,3147,8.4,2.2,4.0,11.6,0.482,36.3,24.9,11.4,0.437,790,0,2,0,False
4598,1011,2916,8.8,1.9,5.6,10.7,0.451,11.7,14.5,-2.8,0.402,523,0,0,0,False
5946,1178,1983,10.1,2.0,3.4,12.8,0.531,29.5,10.7,18.8,0.456,586,0,0,0,False
700,413,234,5.9,3.5,2.0,14.4,0.474,2.1,1.3,0.8,0.397,118,0,0,0,False
14607,2123,3625,17.3,2.5,4.3,16.9,0.525,51.1,15.5,35.6,0.479,842,0,0,0.003,False
1060,204,718,4.5,0.9,3.1,10.1,0.602,4.2,3.3,1.0,0.546,234,0,0,0,False
8286,978,3033,11.3,1.3,4.1,14.1,0.508,19.8,12.5,7.3,0.466,736,0,0,0,False
10291,1306,4070,17.2,2.2,6.8,17.9,0.579,57.2,18.1,39.1,0.529,599,1,0,0.028,False
9746,1330,4582,16.3,2.2,7.6,16.7,0.521,41.2,14.4,26.8,0.474,599,2,0,0,False
4783,740,979,10.8,1.7,2.2,13.8,0.513,10.8,5.2,5.6,0.461,441,0,0,0,False
875,174,338,5.9,1.2,2.3,11.9,0.498,2.4,1.9,0.5,0.465,148,0,0,0,False
1465,89,617,9.3,0.6,3.9,12.0,0.453,1.8,2.8,-1.0,0.422,157,0,0,0,False
13099,2206,8959,11.7,2.0,8.0,16.3,0.53,70.4,33.5,37.0,0.497,1124,3,1,0,False
874,116,1213,5.9,0.8,8.3,9.2,0.419,0.2,2.7,-2.5,0.387,147,0,0,0,False
1988,294,658,6.7,1.0,2.2,11.9,0.509,3.9,2.6,1.3,0.462,297,0,0,0,False
1132,414,208,6.7,2.5,1.2,11.8,0.538,2.6,1.4,1.2,0.472,168,0,0,0,False
4210,832,3188,7.8,1.5,5.9,11.7,0.5,23.0,13.1,9.9,0.47,541,0,1,0,False
2434,715,1206,7.1,2.1,3.5,13.6,0.44,13.7,8.5,5.2,0.363,345,0,1,0,False
6022,1345,1234,13.2,3.0,2.7,14.0,0.488,9.3,6.5,2.8,0.446,455,0,0,0,False
2564,262,1238,8.4,0.9,4.1,12.5,0.54,11.0,5.7,5.3,0.505,305,0,1,0,False
1402,204,952,6.9,1.0,4.7,10.8,0.445,0.9,2.5,-1.6,0.382,204,0,0,0,False
2031,610,746,6.8,2.1,2.5,11.4,0.476,6.1,4.2,2.0,0.446,297,0,0,0,False
8966,2649,3517,9.6,2.8,3.8,13.6,0.538,44.7,21.9,22.8,0.501,930,0,3,0,False
2986,804,1045,4.5,1.2,1.6,7.5,0.527,17.8,9.4,8.4,0.463,667,0,0,0,False
6771,2105,2082,12.2,3.8,3.8,13.8,0.517,27.9,18.0,9.9,0.479,555,0,0,0,False
20790,2441,10497,21.1,2.5,10.6,26.2,0.583,178.7,80.1,98.5,0.519,987,10,2,3.123,True
961,170,160,6.7,1.2,1.1,12.1,0.49,1.0,0.5,0.4,0.475,143,0,1,0,False
8110,3702,1265,11.4,5.2,1.8,14.0,0.517,24.4,12.1,12.3,0.475,714,0,0,0.004,False
3825,431,3506,5.1,0.6,4.7,13.3,0.504,26.4,15.2,11.2,0.468,746,0,3,0,False
26946,3058,13748,21.8,2.5,11.1,23.6,0.553,162.8,94.5,68.3,0.513,1238,12,2,2.611,True
464,350,187,3.0,2.3,1.2,7.5,0.454,-0.7,1.4,-2.1,0.399,155,0,0,0,False
3020,150,1957,9.8,0.5,6.4,18.1,0.594,19.0,9.6,9.4,0.573,307,0,0,0,False
3327,603,1287,10.9,2.0,4.2,16.0,0.521,13.4,8.2,5.1,0.48,305,0,0,0,False
9087,3555,2146,12.6,4.9,3.0,15.0,0.491,30.3,12.1,18.2,0.441,724,1,0,0,False
12996,2575,9443,11.2,2.2,8.1,16.0,0.54,118.2,49.3,69.0,0.509,1165,1,4,0,False
980,61,517,5.1,0.3,2.7,10.6,0.46,0.3,2.0,-1.8,0.403,193,0,0,0,False
1904,184,1332,7.2,0.7,5.1,13.6,0.515,6.3,2.0,4.3,0.477,263,0,0,0,False
1579,181,929,6.6,0.8,3.9,13.2,0.482,5.6,4.2,1.4,0.44,239,0,0,0,False
3107,360,1463,8.9,1.0,4.2,11.5,0.46,7.8,7.5,0.3,0.426,348,0,0,0,False
5680,639,3381,8.5,1.0,5.0,11.9,0.524,22.5,17.0,5.5,0.472,672,0,0,0,False
209,110,82,2.1,1.1,0.8,7.3,0.407,0.6,1.6,-0.9,0.388,101,0,0,0,False
3257,635,1294,7.4,1.4,3.0,12.0,0.495,9.0,5.4,3.6,0.463,438,0,0,0,False
2505,572,652,9.7,2.2,2.5,16.0,0.567,12.3,2.9,9.4,0.473,259,0,0,0,False
4478,1063,739,16.4,3.9,2.7,14.6,0.457,5.4,3.6,1.9,0.424,273,0,0,0,False
1351,605,672,6.0,2.7,3.0,11.4,0.451,2.6,2.7,-0.1,0.39,224,0,0,0,False
949,47,549,5.0,0.2,2.9,10.9,0.543,3.2,4.2,-1.0,0.53,189,0,0,0,False
3512,443,4145,4.6,0.6,5.5,13.1,0.516,33.8,23.1,10.7,0.486,756,0,0,0,False
3011,486,702,8.7,1.4,2.0,13.6,0.523,8.5,3.0,5.6,0.475,345,0,0,0,False
11962,5972,3659,13.5,6.7,4.1,16.8,0.488,71.8,38.5,33.3,0.465,889,1,0,0.001,False
15291,1224,5088,20.7,1.7,6.9,20.7,0.538,68.9,23.9,45.0,0.471,739,2,0,0.003,False
9953,1733,4858,12.4,2.2,6.1,15.7,0.511,54.0,29.9,24.1,0.477,802,0,1,0,False
634,102,316,5.0,0.8,2.5,9.1,0.427,1.1,1.7,-0.6,0.387,128,0,0,0,False
1928,715,407,8.0,3.0,1.7,13.5,0.5,5.3,2.2,3.1,0.446,241,0,0,0,False
7990,1561,3216,8.0,1.6,3.2,13.7,0.524,43.8,24.2,19.6,0.47,1001,0,0,0,False
1192,125,815,4.3,0.5,3.0,9.8,0.482,1.4,2.8,-1.4,0.433,275,0,0,0,False
4102,744,3508,5.4,1.0,4.6,12.7,0.519,25.5,16.9,8.5,0.492,761,0,1,0,False
1411,312,440,7.1,1.6,2.2,11.5,0.482,3.3,2.7,0.6,0.458,200,0,0,0,False
12871,1215,5277,14.8,1.4,6.1,17.9,0.548,56.6,26.5,30.1,0.507,867,1,0,0.002,False
5119,467,3006,9.6,0.9,5.7,13.3,0.5,19.0,11.1,8.0,0.473,532,0,0,0,False
7781,1219,3436,9.9,1.6,4.4,12.7,0.5,36.4,20.0,16.5,0.473,783,0,0,0,False
5378,727,3952,6.8,0.9,5.0,14.8,0.602,42.7,17.3,25.4,0.535,793,0,0,0,False
11505,1268,8019,14.8,1.6,10.3,16.5,0.539,70.0,24.5,45.5,0.478,776,0,1,0,False
5654,2474,2240,8.6,3.8,3.4,14.3,0.512,28.3,16.1,12.2,0.46,657,0,0,0,False
5160,410,2604,12.5,1.0,6.3,16.3,0.527,28.1,11.3,16.8,0.481,414,2,1,0,False
648,120,414,4.8,0.9,3.0,8.4,0.47,1.7,1.8,-0.1,0.425,136,0,0,0,False
1602,291,1004,3.9,0.7,2.4,10.0,0.547,10.2,4.3,6.0,0.493,412,0,0,0,False
10473,1878,1990,15.4,2.8,2.9,15.0,0.491,32.9,11.1,21.8,0.449,682,1,0,0,False
3475,849,1004,10.3,2.5,3.0,10.8,0.47,6.0,4.5,1.5,0.423,339,0,0,0,False
7557,4192,1755,9.0,5.0,2.1,12.0,0.502,28.3,18.0,10.3,0.473,836,0,0,0,False
474,76,224,3.4,0.6,1.6,8.4,0.461,0.9,1.3,-0.5,0.443,138,0,0,0,False
5088,1886,1566,10.0,3.7,3.1,13.7,0.485,19.7,13.5,6.2,0.444,510,1,0,0,False
5080,635,4128,7.5,0.9,6.1,12.1,0.504,17.4,16.3,1.1,0.455,679,0,0,0,False
3106,1543,819,7.8,3.9,2.1,14.1,0.521,10.9,5.3,5.6,0.452,396,0,1,0,False
573,94,355,4.0,0.7,2.5,13.6,0.522,3.2,1.3,1.9,0.485,143,0,1,0,False
716,108,216,6.9,1.0,2.1,9.5,0.489,0.1,-0.3,0.4,0.461,104,0,0,0,False
5109,1121,3902,6.6,1.4,5.0,12.8,0.49,32.3,22.4,10.0,0.462,774,0,0,0,False
9169,2280,1928,11.6,2.9,2.4,13.6,0.522,47.1,15.4,31.7,0.489,792,1,1,0,False
773,415,282,3.8,2.0,1.4,10.0,0.469,2.3,3.2,-0.9,0.429,203,0,0,0,False
733,428,381,5.2,3.1,2.7,7.1,0.423,-0.9,3.1,-4.0,0.384,140,0,0,0,False
4017,443,1457,7.3,0.8,2.6,10.7,0.532,18.7,7.6,11.1,0.506,552,0,0,0,False
2328,514,1725,4.4,1.0,3.2,7.9,0.509,8.0,10.3,-2.3,0.459,531,0,1,0,False
2552,1046,1086,6.1,2.5,2.6,12.1,0.512,16.6,7.8,8.8,0.475,416,0,1,0,False
786,64,949,5.5,0.4,6.6,10.1,0.388,0.3,3.0,-2.7,0.347,143,0,0,0,False
21791,5695,8974,24.3,6.3,10.0,23.5,0.564,145.8,59.0,86.8,0.514,897,12,3,5.693,True
2443,1116,2650,5.1,2.3,5.5,11.9,0.569,19.6,11.5,8.1,0.505,480,0,0,0,False
1547,569,403,4.6,1.7,1.2,11.2,0.547,6.3,2.4,3.9,0.514,335,0,0,0,False
2553,1397,558,6.2,3.4,1.4,11.0,0.479,6.1,4.1,2.0,0.43,410,0,0,0,False
6596,1609,1653,10.9,2.7,2.7,12.7,0.48,12.5,14.3,-1.7,0.437,604,0,0,0,False
1167,142,728,7.8,0.9,4.9,11.0,0.398,0.1,1.8,-1.7,0.358,150,0,0,0,False
627,106,327,4.7,0.8,2.4,12.5,0.555,3.7,1.7,2.0,0.508,134,0,0,0,False
7868,2478,1608,13.1,4.1,2.7,14.8,0.547,46.8,16.6,30.1,0.51,601,2,2,0,False
1154,322,1258,5.3,1.5,5.8,12.6,0.44,2.3,3.4,-1.1,0.442,218,0,0,0,False
1804,861,632,5.9,2.8,2.1,9.6,0.518,6.9,4.3,2.5,0.482,307,0,0,0,False
7902,1153,1938,17.6,2.6,4.3,17.1,0.538,38.9,14.8,24.1,0.49,450,1,0,0,False
715,111,186,5.3,0.8,1.4,10.9,0.49,0.7,0.8,-0.1,0.445,136,0,0,0,False
844,99,712,3.0,0.3,2.5,6.2,0.48,1.3,3.0,-1.7,0.446,283,0,0,0,False
5246,488,2988,8.8,0.8,5.0,13.0,0.53,16.3,14.9,1.4,0.484,595,0,0,0,False
5497,2997,1417,7.3,4.0,1.9,14.5,0.51,35.9,20.3,15.6,0.467,757,0,0,0,False
389,168,244,2.6,1.1,1.7,11.3,0.433,0.8,1.2,-0.4,0.408,147,0,0,0,False
10829,3085,2129,12.5,3.6,2.5,14.0,0.513,49.9,29.5,20.4,0.476,866,1,0,0,False
17335,1670,7122,17.9,1.7,7.3,20.0,0.605,113.0,37.1,76.0,0.555,971,7,3,0.339,True
5940,1769,937,8.5,2.5,1.3,11.8,0.542,27.2,10.4,16.9,0.516,695,0,2,0,False
604,39,231,4.4,0.3,1.7,14.2,0.525,2.1,0.9,1.1,0.485,137,0,0,0,False
283,51,265,2.5,0.5,2.4,10.0,0.421,0.4,1.2,-0.8,0.385,112,0,0,0,False
859,249,659,3.8,1.1,2.9,9.3,0.379,2.5,4.6,-2.1,0.323,225,0,2,0,False
2555,189,1549,8.5,0.6,5.2,13.6,0.511,8.1,6.9,1.2,0.499,300,0,0,0,False
6890,4425,2565,7.1,4.6,2.7,13.1,0.5,57.1,31.0,26.1,0.465,966,2,1,0,False
3032,813,860,11.6,3.1,3.3,11.8,0.477,7.5,6.0,1.5,0.42,262,1,1,0,False
9948,1112,4555,12.2,1.4,5.6,14.9,0.492,35.8,17.2,18.5,0.446,814,2,0,0,False
12033,2979,2752,16.0,4.0,3.7,15.0,0.516,53.8,21.2,32.7,0.446,750,4,3,0,False
536,198,210,3.9,1.5,1.5,9.2,0.471,0.9,1.7,-0.8,0.423,136,0,0,0,False
13383,1573,6198,17.4,2.0,8.1,16.9,0.539,70.4,18.4,51.9,0.502,768,5,0,0.002,False
12131,1738,2492,13.6,1.9,2.8,14.2,0.512,32.0,16.4,15.7,0.472,893,0,1,0,False
12233,2292,2292,18.9,3.5,3.5,18.2,0.523,58.0,21.0,37.0,0.457,648,5,1,0,False
4066,1336,1475,9.0,3.0,3.3,13.5,0.526,23.4,11.2,12.2,0.48,450,0,1,0,False
6230,911,4513,8.1,1.2,5.9,13.2,0.52,27.6,14.4,13.2,0.472,766,0,0,0,False
2257,320,1386,8.4,1.2,5.2,15.9,0.479,5.6,3.1,2.5,0.426,269,0,0,0,False
980,77,827,3.5,0.3,3.0,10.8,0.537,2.8,2.0,0.7,0.512,278,0,1,0,False
3525,1475,588,6.9,2.9,1.1,12.5,0.5,9.6,2.7,6.8,0.438,514,0,0,0,False
453,32,286,3.4,0.2,2.1,8.7,0.484,0.8,0.5,0.3,0.409,135,0,0,0,False
2239,329,1875,13.2,1.9,11.0,18.6,0.497,13.0,8.4,4.6,0.465,170,1,0,0,False
855,242,436,5.2,1.5,2.6,8.9,0.488,2.6,2.1,0.5,0.461,166,0,0,0,False
1465,85,846,5.7,0.3,3.3,13.0,0.532,4.8,4.1,0.7,0.502,256,0,0,0,False
3977,624,2712,10.3,1.6,7.0,14.2,0.472,13.0,11.0,1.9,0.425,388,0,0,0,False
15687,2393,7352,17.1,2.6,8.0,19.9,0.586,109.6,44.6,65.0,0.546,920,3,0,0.004,False
968,657,191,5.7,3.9,1.1,12.1,0.476,2.8,1.4,1.3,0.455,169,0,0,0,False
745,217,157,4.8,1.4,1.0,9.8,0.451,1.0,1.6,-0.6,0.415,154,0,0,0,False
17600,2730,10370,14.0,2.2,8.2,16.0,0.584,106.4,44.8,61.6,0.546,1257,1,1,0,False
660,231,259,3.1,1.1,1.2,9.4,0.465,1.7,2.2,-0.6,0.425,216,0,0,0,False
3088,291,2213,6.8,0.6,4.9,13.8,0.513,18.5,9.1,9.4,0.432,456,0,0,0,False
1131,190,254,9.4,1.6,2.1,11.3,0.414,-3.5,0.4,-3.9,0.388,120,0,0,0,False
8568,1623,4517,12.1,2.3,6.4,14.3,0.508,34.8,19.5,15.3,0.468,706,0,0,0.005,False
3082,927,1100,9.1,2.8,3.3,13.8,0.518,13.2,8.3,4.9,0.452,337,0,1,0,False
10912,2912,2200,12.8,3.4,2.6,12.7,0.498,27.4,20.2,7.2,0.462,855,0,2,0,False
561,165,198,3.8,1.1,1.3,9.6,0.492,1.5,2.2,-0.7,0.443,148,0,0,0,False
7982,956,1803,11.6,1.4,2.6,13.7,0.509,13.4,7.1,6.3,0.467,687,0,0,0,False
239,24,63,2.2,0.2,0.6,4.9,0.404,-0.6,0.8,-1.4,0.395,108,0,0,0,False
7355,843,4142,13.9,1.6,7.8,18.4,0.548,55.8,9.2,46.6,0.455,529,2,0,0.046,False
3285,538,2030,7.6,1.2,4.7,13.0,0.49,9.2,11.1,-1.9,0.448,432,0,0,0,False
947,219,298,6.4,1.5,2.0,13.3,0.491,2.4,1.8,0.7,0.465,148,0,0,0,False
1710,276,1022,6.5,1.0,3.9,10.3,0.499,4.0,3.8,0.2,0.439,264,0,0,0,False
3319,1482,1051,6.3,2.8,2.0,12.9,0.509,17.3,8.9,8.4,0.461,526,0,0,0,False
585,33,464,4.4,0.2,3.5,14.0,0.527,3.0,1.5,1.5,0.44,134,0,0,0,False
3283,436,1911,6.8,0.9,4.0,12.4,0.531,14.6,8.6,6.0,0.501,481,0,0,0,False
23757,4215,12546,22.1,3.9,11.7,24.6,0.612,177.2,53.9,123.3,0.558,1073,11,0,2.438,True
6663,1085,2914,7.9,1.3,3.5,12.6,0.545,47.4,23.6,23.8,0.496,841,0,0,0,False
2196,182,1272,7.4,0.6,4.3,15.4,0.56,11.1,4.1,7.0,0.545,298,0,0,0,False
11200,3285,4778,12.9,3.8,5.5,14.1,0.491,37.1,22.7,14.4,0.446,869,2,1,0,False
1548,132,907,8.1,0.7,4.8,15.1,0.469,4.8,1.6,3.2,0.402,190,0,0,0,False
7729,3666,2769,8.9,4.2,3.2,12.8,0.544,52.5,24.7,27.7,0.502,873,0,5,0.009,False
847,192,524,4.7,1.1,2.9,14.1,0.531,5.3,4.8,0.5,0.486,180,0,0,0,False
6758,2227,1569,11.1,3.7,2.6,14.6,0.528,33.4,12.6,20.8,0.488,608,0,0,0,False
835,46,674,3.7,0.2,3.0,10.3,0.472,2.2,2.4,-0.2,0.422,225,0,0,0,False
2504,881,735,5.5,1.9,1.6,11.4,0.484,6.7,4.9,1.8,0.456,457,0,0,0,False
2538,351,1691,3.9,0.5,2.6,8.9,0.482,5.6,7.0,-1.4,0.444,656,0,1,0,False
17231,2154,2364,19.0,2.4,2.6,15.2,0.533,54.2,17.5,36.7,0.487,905,2,0,0,False
856,95,452,6.0,0.7,3.2,10.7,0.509,1.1,2.5,-1.3,0.457,142,0,0,0,False
10446,3473,3215,18.1,6.0,5.6,18.3,0.533,54.1,19.6,34.5,0.463,576,3,0,0,False
3106,227,1398,12.2,0.9,5.5,18.8,0.55,15.8,3.0,12.8,0.475,254,0,1,0,False
2229,258,1235,7.5,0.9,4.2,12.1,0.464,6.6,3.9,2.7,0.379,297,0,0,0,False
4219,1958,1606,10.3,4.8,3.9,14.1,0.441,31.4,18.5,12.9,0.382,411,0,1,0,False
863,102,703,6.3,0.7,5.1,13.4,0.464,5.3,2.8,2.4,0.377,138,0,1,0,False
